id	binary label	label	image path
0	Not donkey	cow	JPEGImages/2008_000335.jpg
1	Not donkey	cow	JPEGImages/2008_000335.jpg
2	Not donkey	cow	JPEGImages/2008_000335.jpg
3	Not donkey	cow	JPEGImages/2008_000335.jpg
4	Not donkey	cow	JPEGImages/2008_000711.jpg
5	Not donkey	cow	JPEGImages/2008_000711.jpg
6	Not donkey	cow	JPEGImages/2008_000711.jpg
7	Not donkey	cow	JPEGImages/2008_000711.jpg
8	Not donkey	cow	JPEGImages/2008_000905.jpg
9	Not donkey	cow	JPEGImages/2008_001359.jpg
10	Not donkey	cow	JPEGImages/2008_001653.jpg
11	Not donkey	cow	JPEGImages/2008_001653.jpg
12	Not donkey	cow	JPEGImages/2008_001653.jpg
13	Not donkey	cow	JPEGImages/2008_001653.jpg
14	Not donkey	cow	JPEGImages/2008_001653.jpg
15	Not donkey	cow	JPEGImages/2008_001653.jpg
16	Not donkey	cow	JPEGImages/2008_001653.jpg
17	Not donkey	cow	JPEGImages/2008_001653.jpg
18	Not donkey	cow	JPEGImages/2008_002270.jpg
19	Not donkey	cow	JPEGImages/2008_002270.jpg
20	Not donkey	cow	JPEGImages/2008_002278.jpg
21	Not donkey	cow	JPEGImages/2008_002278.jpg
22	Not donkey	cow	JPEGImages/2008_002278.jpg
23	Not donkey	cow	JPEGImages/2008_002278.jpg
24	Not donkey	cow	JPEGImages/2008_002278.jpg
25	Not donkey	cow	JPEGImages/2008_002686.jpg
26	Not donkey	cow	JPEGImages/2008_002686.jpg
27	Not donkey	cow	JPEGImages/2008_002686.jpg
28	Not donkey	cow	JPEGImages/2008_003065.jpg
29	Not donkey	cow	JPEGImages/2008_003094.jpg
30	Not donkey	cow	JPEGImages/2008_003094.jpg
31	Not donkey	cow	JPEGImages/2008_003094.jpg
32	Not donkey	cow	JPEGImages/2008_003297.jpg
33	Not donkey	cow	JPEGImages/2008_003297.jpg
34	Not donkey	cow	JPEGImages/2008_004450.jpg
35	Not donkey	cow	JPEGImages/2008_004827.jpg
36	Not donkey	cow	JPEGImages/2008_004841.jpg
37	Not donkey	cow	JPEGImages/2008_005375.jpg
38	Not donkey	cow	JPEGImages/2008_005375.jpg
39	Not donkey	cow	JPEGImages/2008_005714.jpg
40	Not donkey	cow	JPEGImages/2008_006210.jpg
41	Not donkey	cow	JPEGImages/2008_006210.jpg
42	Not donkey	cow	JPEGImages/2008_006355.jpg
43	Not donkey	cow	JPEGImages/2008_006496.jpg
44	Not donkey	cow	JPEGImages/2008_006496.jpg
45	Not donkey	cow	JPEGImages/2008_006827.jpg
46	Not donkey	cow	JPEGImages/2008_006827.jpg
47	Not donkey	cow	JPEGImages/2008_006827.jpg
48	Not donkey	cow	JPEGImages/2008_006827.jpg
49	Not donkey	cow	JPEGImages/2008_006827.jpg
50	Not donkey	cow	JPEGImages/2008_006827.jpg
51	Not donkey	cow	JPEGImages/2008_007009.jpg
52	Not donkey	cow	JPEGImages/2008_007009.jpg
53	Not donkey	cow	JPEGImages/2008_007009.jpg
54	Not donkey	cow	JPEGImages/2008_007014.jpg
55	Not donkey	cow	JPEGImages/2008_007026.jpg
56	Not donkey	cow	JPEGImages/2008_007026.jpg
57	Not donkey	cow	JPEGImages/2008_007026.jpg
58	Not donkey	cow	JPEGImages/2008_007544.jpg
59	Not donkey	cow	JPEGImages/2008_007544.jpg
60	Not donkey	cow	JPEGImages/2008_007556.jpg
61	Not donkey	cow	JPEGImages/2008_007556.jpg
