id	binary label	label	image path
0	Not person	cow	JPEGImages/2008_000335.jpg
1	Not person	cow	JPEGImages/2008_000335.jpg
2	Not person	cow	JPEGImages/2008_000335.jpg
3	Not person	cow	JPEGImages/2008_000335.jpg
4	Not person	cow	JPEGImages/2008_000711.jpg
5	Not person	cow	JPEGImages/2008_000711.jpg
6	Not person	cow	JPEGImages/2008_000711.jpg
7	Not person	cow	JPEGImages/2008_000711.jpg
8	Not person	cow	JPEGImages/2008_000905.jpg
9	Not person	cow	JPEGImages/2008_001359.jpg
10	Not person	cow	JPEGImages/2008_001653.jpg
11	Not person	cow	JPEGImages/2008_001653.jpg
12	Not person	cow	JPEGImages/2008_001653.jpg
13	Not person	cow	JPEGImages/2008_001653.jpg
14	Not person	cow	JPEGImages/2008_001653.jpg
15	Not person	cow	JPEGImages/2008_001653.jpg
16	Not person	cow	JPEGImages/2008_001653.jpg
17	Not person	cow	JPEGImages/2008_001653.jpg
18	Not person	cow	JPEGImages/2008_002270.jpg
19	Not person	cow	JPEGImages/2008_002270.jpg
20	Not person	cow	JPEGImages/2008_002278.jpg
21	Not person	cow	JPEGImages/2008_002278.jpg
22	Not person	cow	JPEGImages/2008_002278.jpg
23	Not person	cow	JPEGImages/2008_002278.jpg
24	Not person	cow	JPEGImages/2008_002278.jpg
25	Not person	cow	JPEGImages/2008_002686.jpg
26	Not person	cow	JPEGImages/2008_002686.jpg
27	Not person	cow	JPEGImages/2008_002686.jpg
28	Not person	cow	JPEGImages/2008_003065.jpg
29	Not person	cow	JPEGImages/2008_003094.jpg
30	Not person	cow	JPEGImages/2008_003094.jpg
31	Not person	cow	JPEGImages/2008_003094.jpg
32	Not person	cow	JPEGImages/2008_003297.jpg
33	Not person	cow	JPEGImages/2008_003297.jpg
34	Not person	cow	JPEGImages/2008_004450.jpg
35	Not person	cow	JPEGImages/2008_004827.jpg
36	Not person	cow	JPEGImages/2008_004841.jpg
37	Not person	cow	JPEGImages/2008_005375.jpg
38	Not person	cow	JPEGImages/2008_005375.jpg
39	Not person	cow	JPEGImages/2008_005714.jpg
40	Not person	cow	JPEGImages/2008_006210.jpg
41	Not person	cow	JPEGImages/2008_006210.jpg
42	Not person	cow	JPEGImages/2008_006355.jpg
43	Not person	cow	JPEGImages/2008_006496.jpg
44	Not person	cow	JPEGImages/2008_006496.jpg
45	Not person	cow	JPEGImages/2008_006827.jpg
46	Not person	cow	JPEGImages/2008_006827.jpg
47	Not person	cow	JPEGImages/2008_006827.jpg
48	Not person	cow	JPEGImages/2008_006827.jpg
49	Not person	cow	JPEGImages/2008_006827.jpg
50	Not person	cow	JPEGImages/2008_006827.jpg
51	Not person	cow	JPEGImages/2008_007009.jpg
52	Not person	cow	JPEGImages/2008_007009.jpg
53	Not person	cow	JPEGImages/2008_007009.jpg
54	Not person	cow	JPEGImages/2008_007014.jpg
55	Not person	cow	JPEGImages/2008_007026.jpg
56	Not person	cow	JPEGImages/2008_007026.jpg
57	Not person	cow	JPEGImages/2008_007026.jpg
58	Not person	cow	JPEGImages/2008_007544.jpg
59	Not person	cow	JPEGImages/2008_007544.jpg
60	Not person	cow	JPEGImages/2008_007556.jpg
61	Not person	cow	JPEGImages/2008_007556.jpg
62	Not person	cow	JPEGImages/2008_007556.jpg
63	Not person	cow	JPEGImages/2008_007556.jpg
64	Not person	cow	JPEGImages/2008_007556.jpg
65	Not person	cow	JPEGImages/2008_007666.jpg
66	Not person	cow	JPEGImages/2008_007666.jpg
67	Not person	cow	JPEGImages/2008_007666.jpg
68	Not person	cow	JPEGImages/2008_007666.jpg
69	Not person	cow	JPEGImages/2008_007666.jpg
70	Not person	cow	JPEGImages/2008_007666.jpg
71	Not person	cow	JPEGImages/2008_007666.jpg
72	Not person	cow	JPEGImages/2008_007666.jpg
73	Not person	cow	JPEGImages/2008_008121.jpg
74	Not person	cow	JPEGImages/2008_008132.jpg
75	Not person	cow	JPEGImages/2008_008169.jpg
76	Not person	cow	JPEGImages/2008_008199.jpg
77	Not person	cow	JPEGImages/2008_008199.jpg
78	Not person	cow	JPEGImages/2008_008199.jpg
79	Not person	cow	JPEGImages/2008_008370.jpg
80	Not person	cow	JPEGImages/2008_008370.jpg
81	Not person	cow	JPEGImages/2008_008370.jpg
82	Not person	cow	JPEGImages/2008_008428.jpg
83	Not person	cow	JPEGImages/2008_008482.jpg
