id	binary label	label	image path
0	Not horse	cow	JPEGImages/2008_000335.jpg
1	Not horse	cow	JPEGImages/2008_000335.jpg
2	Not horse	cow	JPEGImages/2008_000335.jpg
3	Not horse	cow	JPEGImages/2008_000335.jpg
4	Not horse	cow	JPEGImages/2008_000711.jpg
5	Not horse	cow	JPEGImages/2008_000711.jpg
6	Not horse	cow	JPEGImages/2008_000711.jpg
7	Not horse	cow	JPEGImages/2008_000711.jpg
8	Not horse	cow	JPEGImages/2008_000905.jpg
9	Not horse	cow	JPEGImages/2008_001359.jpg
10	Not horse	cow	JPEGImages/2008_001653.jpg
11	Not horse	cow	JPEGImages/2008_001653.jpg
12	Not horse	cow	JPEGImages/2008_001653.jpg
13	Not horse	cow	JPEGImages/2008_001653.jpg
14	Not horse	cow	JPEGImages/2008_001653.jpg
15	Not horse	cow	JPEGImages/2008_001653.jpg
16	Not horse	cow	JPEGImages/2008_001653.jpg
17	Not horse	cow	JPEGImages/2008_001653.jpg
18	Not horse	cow	JPEGImages/2008_002270.jpg
19	Not horse	cow	JPEGImages/2008_002270.jpg
20	Not horse	cow	JPEGImages/2008_002278.jpg
21	Not horse	cow	JPEGImages/2008_002278.jpg
22	Not horse	cow	JPEGImages/2008_002278.jpg
23	Not horse	cow	JPEGImages/2008_002278.jpg
24	Not horse	cow	JPEGImages/2008_002278.jpg
25	Not horse	cow	JPEGImages/2008_002686.jpg
26	Not horse	cow	JPEGImages/2008_002686.jpg
27	Not horse	cow	JPEGImages/2008_002686.jpg
28	Not horse	cow	JPEGImages/2008_003065.jpg
29	Not horse	cow	JPEGImages/2008_003094.jpg
30	Not horse	cow	JPEGImages/2008_003094.jpg
31	Not horse	cow	JPEGImages/2008_003094.jpg
32	Not horse	cow	JPEGImages/2008_003297.jpg
33	Not horse	cow	JPEGImages/2008_003297.jpg
34	Not horse	cow	JPEGImages/2008_004450.jpg
35	Not horse	cow	JPEGImages/2008_004827.jpg
36	Not horse	cow	JPEGImages/2008_004841.jpg
37	Not horse	cow	JPEGImages/2008_005375.jpg
38	Not horse	cow	JPEGImages/2008_005375.jpg
39	Not horse	cow	JPEGImages/2008_005714.jpg
40	Not horse	cow	JPEGImages/2008_006210.jpg
41	Not horse	cow	JPEGImages/2008_006210.jpg
42	Not horse	cow	JPEGImages/2008_006355.jpg
43	Not horse	cow	JPEGImages/2008_006496.jpg
44	Not horse	cow	JPEGImages/2008_006496.jpg
45	Not horse	cow	JPEGImages/2008_006827.jpg
46	Not horse	cow	JPEGImages/2008_006827.jpg
